설문번호,그룹번호,설문문항번호,설문보기번호,설문보기
12082,19,3,7,7 (중) : 지출업무처리가 요청일자 대비 향상 맞춰 완료/사업부서(지급처)에서 업무처리속도에 만족함
12082,19,3,8,8 (상) : 지출업무처리가 요청일자보다 신속히 진행/사업부서(지급처)에서 업무처리속도에 매우 만족
12082,19,3,9,9 (상) : 지출업무처리가 요청일자보다 평균 1일이상 빠름/ 사업부서(지급처)에서 업무처리속도에 대해 높이 평가함
12082,19,3,10,10 (최상) : 지출업무처리가 요청일자보다 평균 2일이상 빠름/ 사업부서(지급처)에서 업무처리속도와 정확성에 대해 매우 높이 평가함
12083,1,3,1,5급이상
12083,1,3,2,6급(상당)
12083,1,3,3,7급(상당)
12083,1,3,4,8급
12083,1,3,5,9급 이하 및 기타
12083,1,4,1,5년 이하
12083,1,4,2,6년~10년
12083,1,4,3,11~15년
12083,1,4,4,16년~20년
12083,1,4,5,20년 이상
12083,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
12083,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
12083,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
12083,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
12083,1,10,1,시 본청
12083,1,10,2,구(군)
12083,1,10,3,직속기관/사업소
12083,1,10,4,기타(공사/ 공단 등)
12083,1,11,1,6개월 미만
12083,1,11,2,6개월~1년
12083,1,11,3,1년~2년 미만
12083,1,11,4,2년~3년 미만
12083,1,11,5,3년 이상
12083,13,3,1,1 (최하) :  예산업무의 100%를 소관부서 등에 질의해야만 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
12083,13,3,2,2 (하) : 예산업무의 50%정도를 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
12083,13,3,3,3 (하) : 예산업무시 20%의 사항을 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
12083,13,3,4,4 (중) : 예산업무시 몇가지 사항을 소관부서에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
12083,13,3,5,5 (중) : 예산업무시 일부분 주변 도움만으로 진행가능 / 이로인해 유관부서 행정력이 미미하게 지원됨.
12083,13,3,6,6 (중) : 예산업무시 일부분 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력이 필요한 경우도 간혹 있음.
12083,13,3,7,7 (중) : 예산업무시 약간의 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력 낭비가 대부분 발생하지 않음.
12083,13,3,8,8 (상) : 예산업무시 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비가 전혀 발생하지 않았음
12083,13,3,9,9 (상) : 예산업무시 대부분의 사항을 이미 숙달하고 있음 / 유관부서를 일부 지원까지하여 해당업무의 능률을 높임. 
12083,13,3,10,10 (최상) : 예산업무시 모든 사항을 완벽히 숙달하고 있음/ 유관부서의 업무진행을 상당부분 보조해 전체업무 추진속도를 높임.
12083,18,3,1,1 (최하) :  계약처리기간이 당초계획대비 매우 지연 / 계약업무 감사시 많은 지적사항이 발생할 것 같음
12083,18,3,2,2 (하) : 계약처리기간이 계획대비 평균 2일정도 지연 / 계약업무 감사시 2건정도 지적사항이 발생할 것 같음.
12083,18,3,3,3 (하) : 계약처리기간이 계획대비 평균1일정도 지연 / 계약감사시 1건정도 지적사항이 발생할 것 같음.
12083,18,3,4,4 (중) : 계약처리기간이 계획대비 약간의 지연 / 계약감사시 지적사항이 발생할 수도 있을 것 같음.
12083,18,3,5,5 (중) : 계약 계획기한에 일부 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 확률이 높음
12083,18,3,6,6 (중) : 계약 계획기한에 대부분 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 것임.
12083,18,3,7,7 (중) : 계약 계획기한에 항상 맞춰 절차를 완료 / 계약감사시 지적사항이 발생할 가능성이 전혀 없음
12083,18,3,8,8 (상) : 계약시 업무지연이 없이 신속 진행/ 계약감사시에도 계약업무처리에 대해 자신이 있음.
12083,18,3,9,9 (상) : 계약시 계획기한보다 평균 1일이전 조기완료/ 계약업무 감사시 우수사례로 선정될 수 도 있을 것 같음.
12083,18,3,10,10 (최상) :계약시 계획기한보다 평균 2일이전 조기완료/ 계약감사시 우수사례로 선정될 것임.
12083,19,3,1,1 (최하) : 지출업무처리가 요청일자 대비 매우 늦음/ 사업부서(지급처)의 잦은 불만·독촉 등이 발생함 
12083,19,3,2,2 (하) : 지출업무처리가 요청일자 대비 2일정도 늦음/ 사업부서(지급처)의 불만·독촉 등이 종종 발생함 
12083,19,3,3,3 (하) : 지출업무처리가 요청일자 대비 1일정도 늦음/ 사업부서(지급처)의 불만·독촉이 발생하기도 함 
12083,19,3,4,4 (중) : 지출업무처리가 요청일자 대비 약간늦음/사업부서(지급처)의 불만·독촉이 매우 간혹 있기도 함
12083,19,3,5,5 (중) : 지출업무처리가 요청일자 대비 일부분 맞추어 완료/ 사업부서(지급처)에서 대부분 이의가 없음
12083,19,3,6,6  (중) : 지출업무처리가 요청일자 대비 대부분 맞추어 완료/ 사업부서(지급처)에서 이의가 없음
12083,19,3,7,7 (중) : 지출업무처리가 요청일자 대비 향상 맞춰 완료/사업부서(지급처)에서 업무처리속도에 만족함
12083,19,3,8,8 (상) : 지출업무처리가 요청일자보다 신속히 진행/사업부서(지급처)에서 업무처리속도에 매우 만족
12083,19,3,9,9 (상) : 지출업무처리가 요청일자보다 평균 1일이상 빠름/ 사업부서(지급처)에서 업무처리속도에 대해 높이 평가함
12083,19,3,10,10 (최상) : 지출업무처리가 요청일자보다 평균 2일이상 빠름/ 사업부서(지급처)에서 업무처리속도와 정확성에 대해 매우 높이 평가함
12084,1,3,1,5급이상
12084,1,3,2,6급(상당)
12084,1,3,3,7급(상당)
12084,1,3,4,8급
12084,1,3,5,9급 이하 및 기타
12084,1,4,1,5년 이하
12084,1,4,2,6년~10년
12084,1,4,3,11~15년
12084,1,4,4,16년~20년
12084,1,4,5,20년 이상
12084,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
12084,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
12084,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
12084,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
12084,1,10,1,시 본청
12084,1,10,2,구(군)
12084,1,10,3,직속기관/사업소
12084,1,10,4,기타(공사/ 공단 등)
12084,1,11,1,6개월 미만
12084,1,11,2,6개월~1년
12084,1,11,3,1년~2년 미만
12084,1,11,4,2년~3년 미만
12084,1,11,5,3년 이상
12084,13,3,1,1 (최하) :  예산업무의 100%를 소관부서 등에 질의해야만 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
12084,13,3,2,2 (하) : 예산업무의 50%정도를 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
12084,13,3,3,3 (하) : 예산업무시 20%의 사항을 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
12084,13,3,4,4 (중) : 예산업무시 몇가지 사항을 소관부서에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
12084,13,3,5,5 (중) : 예산업무시 일부분 주변 도움만으로 진행가능 / 이로인해 유관부서 행정력이 미미하게 지원됨.
12084,13,3,6,6 (중) : 예산업무시 일부분 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력이 필요한 경우도 간혹 있음.
12084,13,3,7,7 (중) : 예산업무시 약간의 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력 낭비가 대부분 발생하지 않음.
12084,13,3,8,8 (상) : 예산업무시 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비가 전혀 발생하지 않았음
12084,13,3,9,9 (상) : 예산업무시 대부분의 사항을 이미 숙달하고 있음 / 유관부서를 일부 지원까지하여 해당업무의 능률을 높임. 
12084,13,3,10,10 (최상) : 예산업무시 모든 사항을 완벽히 숙달하고 있음/ 유관부서의 업무진행을 상당부분 보조해 전체업무 추진속도를 높임.
12084,18,3,1,1 (최하) :  계약처리기간이 당초계획대비 매우 지연 / 계약업무 감사시 많은 지적사항이 발생할 것 같음
12084,18,3,2,2 (하) : 계약처리기간이 계획대비 평균 2일정도 지연 / 계약업무 감사시 2건정도 지적사항이 발생할 것 같음.
12084,18,3,3,3 (하) : 계약처리기간이 계획대비 평균1일정도 지연 / 계약감사시 1건정도 지적사항이 발생할 것 같음.
12084,18,3,4,4 (중) : 계약처리기간이 계획대비 약간의 지연 / 계약감사시 지적사항이 발생할 수도 있을 것 같음.
12084,18,3,5,5 (중) : 계약 계획기한에 일부 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 확률이 높음
12084,18,3,6,6 (중) : 계약 계획기한에 대부분 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 것임.
12084,18,3,7,7 (중) : 계약 계획기한에 항상 맞춰 절차를 완료 / 계약감사시 지적사항이 발생할 가능성이 전혀 없음
12084,18,3,8,8 (상) : 계약시 업무지연이 없이 신속 진행/ 계약감사시에도 계약업무처리에 대해 자신이 있음.
12084,18,3,9,9 (상) : 계약시 계획기한보다 평균 1일이전 조기완료/ 계약업무 감사시 우수사례로 선정될 수 도 있을 것 같음.
12084,18,3,10,10 (최상) :계약시 계획기한보다 평균 2일이전 조기완료/ 계약감사시 우수사례로 선정될 것임.
12084,19,3,1,1 (최하) : 지출업무처리가 요청일자 대비 매우 늦음/ 사업부서(지급처)의 잦은 불만·독촉 등이 발생함 
12084,19,3,2,2 (하) : 지출업무처리가 요청일자 대비 2일정도 늦음/ 사업부서(지급처)의 불만·독촉 등이 종종 발생함 
12084,19,3,3,3 (하) : 지출업무처리가 요청일자 대비 1일정도 늦음/ 사업부서(지급처)의 불만·독촉이 발생하기도 함 
12084,19,3,4,4 (중) : 지출업무처리가 요청일자 대비 약간늦음/사업부서(지급처)의 불만·독촉이 매우 간혹 있기도 함
12084,19,3,5,5 (중) : 지출업무처리가 요청일자 대비 일부분 맞추어 완료/ 사업부서(지급처)에서 대부분 이의가 없음
12084,19,3,6,6  (중) : 지출업무처리가 요청일자 대비 대부분 맞추어 완료/ 사업부서(지급처)에서 이의가 없음
12084,19,3,7,7 (중) : 지출업무처리가 요청일자 대비 향상 맞춰 완료/사업부서(지급처)에서 업무처리속도에 만족함
12084,19,3,8,8 (상) : 지출업무처리가 요청일자보다 신속히 진행/사업부서(지급처)에서 업무처리속도에 매우 만족
12084,19,3,9,9 (상) : 지출업무처리가 요청일자보다 평균 1일이상 빠름/ 사업부서(지급처)에서 업무처리속도에 대해 높이 평가함
12084,19,3,10,10 (최상) : 지출업무처리가 요청일자보다 평균 2일이상 빠름/ 사업부서(지급처)에서 업무처리속도와 정확성에 대해 매우 높이 평가함
12085,1,3,1,5급이상
12085,1,3,2,6급(상당)
12085,1,3,3,7급(상당)
12085,1,3,4,8급
12085,1,3,5,9급 이하 및 기타
12085,1,4,1,5년 이하
12085,1,4,2,6년~10년
12085,1,4,3,11~15년
12085,1,4,4,16년~20년
12085,1,4,5,20년 이상
12085,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
12085,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
12085,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
12085,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
12085,1,10,1,시 본청
12085,1,10,2,구(군)
12085,1,10,3,직속기관/사업소
12085,1,10,4,기타(공사/ 공단 등)
12085,1,11,1,6개월 미만
12085,1,11,2,6개월~1년
12085,1,11,3,1년~2년 미만
12085,1,11,4,2년~3년 미만
12085,1,11,5,3년 이상
12085,13,3,1,1 (최하) :  예산업무의 100%를 소관부서 등에 질의해야만 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
12085,13,3,2,2 (하) : 예산업무의 50%정도를 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
12085,13,3,3,3 (하) : 예산업무시 20%의 사항을 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
12085,13,3,4,4 (중) : 예산업무시 몇가지 사항을 소관부서에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
12085,13,3,5,5 (중) : 예산업무시 일부분 주변 도움만으로 진행가능 / 이로인해 유관부서 행정력이 미미하게 지원됨.
12085,13,3,6,6 (중) : 예산업무시 일부분 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력이 필요한 경우도 간혹 있음.
12085,13,3,7,7 (중) : 예산업무시 약간의 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력 낭비가 대부분 발생하지 않음.
12085,13,3,8,8 (상) : 예산업무시 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비가 전혀 발생하지 않았음
12085,13,3,9,9 (상) : 예산업무시 대부분의 사항을 이미 숙달하고 있음 / 유관부서를 일부 지원까지하여 해당업무의 능률을 높임. 
12085,13,3,10,10 (최상) : 예산업무시 모든 사항을 완벽히 숙달하고 있음/ 유관부서의 업무진행을 상당부분 보조해 전체업무 추진속도를 높임.
12085,18,3,1,1 (최하) :  계약처리기간이 당초계획대비 매우 지연 / 계약업무 감사시 많은 지적사항이 발생할 것 같음
12085,18,3,2,2 (하) : 계약처리기간이 계획대비 평균 2일정도 지연 / 계약업무 감사시 2건정도 지적사항이 발생할 것 같음.
12085,18,3,3,3 (하) : 계약처리기간이 계획대비 평균1일정도 지연 / 계약감사시 1건정도 지적사항이 발생할 것 같음.
12085,18,3,4,4 (중) : 계약처리기간이 계획대비 약간의 지연 / 계약감사시 지적사항이 발생할 수도 있을 것 같음.
12085,18,3,5,5 (중) : 계약 계획기한에 일부 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 확률이 높음
12085,18,3,6,6 (중) : 계약 계획기한에 대부분 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 것임.
12085,18,3,7,7 (중) : 계약 계획기한에 항상 맞춰 절차를 완료 / 계약감사시 지적사항이 발생할 가능성이 전혀 없음
12085,18,3,8,8 (상) : 계약시 업무지연이 없이 신속 진행/ 계약감사시에도 계약업무처리에 대해 자신이 있음.
12085,18,3,9,9 (상) : 계약시 계획기한보다 평균 1일이전 조기완료/ 계약업무 감사시 우수사례로 선정될 수 도 있을 것 같음.
12085,18,3,10,10 (최상) :계약시 계획기한보다 평균 2일이전 조기완료/ 계약감사시 우수사례로 선정될 것임.
12085,19,3,1,1 (최하) : 지출업무처리가 요청일자 대비 매우 늦음/ 사업부서(지급처)의 잦은 불만·독촉 등이 발생함 
12085,19,3,2,2 (하) : 지출업무처리가 요청일자 대비 2일정도 늦음/ 사업부서(지급처)의 불만·독촉 등이 종종 발생함 
12085,19,3,3,3 (하) : 지출업무처리가 요청일자 대비 1일정도 늦음/ 사업부서(지급처)의 불만·독촉이 발생하기도 함 
12085,19,3,4,4 (중) : 지출업무처리가 요청일자 대비 약간늦음/사업부서(지급처)의 불만·독촉이 매우 간혹 있기도 함
12085,19,3,5,5 (중) : 지출업무처리가 요청일자 대비 일부분 맞추어 완료/ 사업부서(지급처)에서 대부분 이의가 없음
12085,19,3,6,6  (중) : 지출업무처리가 요청일자 대비 대부분 맞추어 완료/ 사업부서(지급처)에서 이의가 없음
12085,19,3,7,7 (중) : 지출업무처리가 요청일자 대비 향상 맞춰 완료/사업부서(지급처)에서 업무처리속도에 만족함
12085,19,3,8,8 (상) : 지출업무처리가 요청일자보다 신속히 진행/사업부서(지급처)에서 업무처리속도에 매우 만족
12085,19,3,9,9 (상) : 지출업무처리가 요청일자보다 평균 1일이상 빠름/ 사업부서(지급처)에서 업무처리속도에 대해 높이 평가함
12085,19,3,10,10 (최상) : 지출업무처리가 요청일자보다 평균 2일이상 빠름/ 사업부서(지급처)에서 업무처리속도와 정확성에 대해 매우 높이 평가함
12086,1,3,1,5급이상
12086,1,3,2,6급(상당)
12086,1,3,3,7급(상당)
12086,1,3,4,8급
12086,1,3,5,9급 이하 및 기타
12086,1,4,1,5년 이하
12086,1,4,2,6년~10년
12086,1,4,3,11~15년
12086,1,4,4,16년~20년
12086,1,4,5,20년 이상
12086,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
12086,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
12086,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
12086,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
12086,1,10,1,시 본청
12086,1,10,2,구(군)
12086,1,10,3,직속기관/사업소
12086,1,10,4,기타(공사/ 공단 등)
12086,1,11,1,6개월 미만
12086,1,11,2,6개월~1년
12086,1,11,3,1년~2년 미만
12086,1,11,4,2년~3년 미만
12086,1,11,5,3년 이상
12086,13,3,1,1 (최하) :  예산업무의 100%를 소관부서 등에 질의해야만 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
12086,13,3,2,2 (하) : 예산업무의 50%정도를 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
12086,13,3,3,3 (하) : 예산업무시 20%의 사항을 소관부서 등에 질의해야 진행가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
12086,13,3,4,4 (중) : 예산업무시 몇가지 사항을 소관부서에 질의해야 진행가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
12086,13,3,5,5 (중) : 예산업무시 일부분 주변 도움만으로 진행가능 / 이로인해 유관부서 행정력이 미미하게 지원됨.
12086,13,3,6,6 (중) : 예산업무시 일부분 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력이 필요한 경우도 간혹 있음.
12086,13,3,7,7 (중) : 예산업무시 약간의 스스로 준비만으로 진행가능 / 이로인해 유관부서의 행정력 낭비가 대부분 발생하지 않음.
12086,13,3,8,8 (상) : 예산업무시 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비가 전혀 발생하지 않았음
12086,13,3,9,9 (상) : 예산업무시 대부분의 사항을 이미 숙달하고 있음 / 유관부서를 일부 지원까지하여 해당업무의 능률을 높임. 
12086,13,3,10,10 (최상) : 예산업무시 모든 사항을 완벽히 숙달하고 있음/ 유관부서의 업무진행을 상당부분 보조해 전체업무 추진속도를 높임.
12086,18,3,1,1 (최하) :  계약처리기간이 당초계획대비 매우 지연 / 계약업무 감사시 많은 지적사항이 발생할 것 같음
12086,18,3,2,2 (하) : 계약처리기간이 계획대비 평균 2일정도 지연 / 계약업무 감사시 2건정도 지적사항이 발생할 것 같음.
12086,18,3,3,3 (하) : 계약처리기간이 계획대비 평균1일정도 지연 / 계약감사시 1건정도 지적사항이 발생할 것 같음.
12086,18,3,4,4 (중) : 계약처리기간이 계획대비 약간의 지연 / 계약감사시 지적사항이 발생할 수도 있을 것 같음.
12086,18,3,5,5 (중) : 계약 계획기한에 일부 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 확률이 높음
12086,18,3,6,6 (중) : 계약 계획기한에 대부분 맞추어 절차를 완료 / 계약감사시 지적사항이 발생하지 않을 것임.
12086,18,3,7,7 (중) : 계약 계획기한에 항상 맞춰 절차를 완료 / 계약감사시 지적사항이 발생할 가능성이 전혀 없음
12086,18,3,8,8 (상) : 계약시 업무지연이 없이 신속 진행/ 계약감사시에도 계약업무처리에 대해 자신이 있음.
12086,18,3,9,9 (상) : 계약시 계획기한보다 평균 1일이전 조기완료/ 계약업무 감사시 우수사례로 선정될 수 도 있을 것 같음.
12086,18,3,10,10 (최상) :계약시 계획기한보다 평균 2일이전 조기완료/ 계약감사시 우수사례로 선정될 것임.
12086,19,3,1,1 (최하) : 지출업무처리가 요청일자 대비 매우 늦음/ 사업부서(지급처)의 잦은 불만·독촉 등이 발생함 
12086,19,3,2,2 (하) : 지출업무처리가 요청일자 대비 2일정도 늦음/ 사업부서(지급처)의 불만·독촉 등이 종종 발생함 
12086,19,3,3,3 (하) : 지출업무처리가 요청일자 대비 1일정도 늦음/ 사업부서(지급처)의 불만·독촉이 발생하기도 함 
12086,19,3,4,4 (중) : 지출업무처리가 요청일자 대비 약간늦음/사업부서(지급처)의 불만·독촉이 매우 간혹 있기도 함
12086,19,3,5,5 (중) : 지출업무처리가 요청일자 대비 일부분 맞추어 완료/ 사업부서(지급처)에서 대부분 이의가 없음
12086,19,3,6,6  (중) : 지출업무처리가 요청일자 대비 대부분 맞추어 완료/ 사업부서(지급처)에서 이의가 없음
12086,19,3,7,7 (중) : 지출업무처리가 요청일자 대비 향상 맞춰 완료/사업부서(지급처)에서 업무처리속도에 만족함
12086,19,3,8,8 (상) : 지출업무처리가 요청일자보다 신속히 진행/사업부서(지급처)에서 업무처리속도에 매우 만족
12086,19,3,9,9 (상) : 지출업무처리가 요청일자보다 평균 1일이상 빠름/ 사업부서(지급처)에서 업무처리속도에 대해 높이 평가함
12086,19,3,10,10 (최상) : 지출업무처리가 요청일자보다 평균 2일이상 빠름/ 사업부서(지급처)에서 업무처리속도와 정확성에 대해 매우 높이 평가함
12088,1,3,1,5급이상
12088,1,3,2,6급(상당)
12088,1,3,3,7급(상당)
12088,1,3,4,8급
12088,1,3,5,9급 이하 및 기타
12088,1,4,1,5년 이하
12088,1,4,2,6년~10년
12088,1,4,3,11~15년
12088,1,4,4,16년~20년
12088,1,4,5,20년 이상
12088,1,9,1,행정직군(일반행정/ 세무/ 전산/ 사회복지/ 방호 등)
12088,1,9,2,기술직군(토목/ 건축/ 기계/ 운전/ 시설관리 등)
12088,1,9,3,관리운영직군(사무/ 기계/ 통신 등)
12088,1,9,4,기타(전문경력관/ 연구지도직/ 별정직/ 임기제 등)
12088,1,10,1,시 본청
12088,1,10,2,구(군)
12088,1,10,3,직속기관/사업소
12088,1,10,4,기타(공사/ 공단 등)
12088,1,11,1,6개월 미만
12088,1,11,2,6개월~1년
12088,1,11,3,1년~2년 미만
12088,1,11,4,2년~3년 미만
12088,1,11,5,3년 이상
12088,13,3,1,1 (최하) : 근로기준법 등 법규정 100%를 소관부서 등에 질의해야만 적용가능함. / 이로인해 유관부서에서도 행정력 낭비가 매우 심함.
12088,13,3,2,2 (하) : 근로기준법 등 법규정 50%를 소관부서 등에 질의해야 적용가능함. / 이로인해 유관부서에서도 행정력 낭비가 심함.
12088,13,3,3,3 (하) : 근로기준법 등 법규정 20% 사항을 소관부서 등에 질의해야 적용가능함. / 이로인해 유관부서의 행정력 소모가 어느정도 있음.
12088,13,3,4,4 (중) : 근로기준법 등 법규정 몇가지 사항을 소관부서에 질의해야 적용가능함. / 이로인해 유관부서에서도 행정력 소모가 약간 있음.
12088,13,3,5,5 (중) : 근로기준법 등 법규정 일부분 주변 도움만으로 적용가능 / 이로인해 유관부서의 행정력이 미미하게 지원됨.
12088,13,3,6,6 (중) : 근로기준법 등 법규정 일부분 스스로 확인만으로 적용가능 / 이로인해 유관부서의 행정력이 필요한 경우도 있음.
12088,13,3,7,7 (중) :근로기준법 등 법규정 약간의 스스로 확인만으로 적용가능 / 이로인해 유관부서의 행정력이 대부분 필요하지 않음.
12088,13,3,8,8 (상) : 근로기준법 등 법규정 상당부분을 숙달하고 있음 / 유관부서의 행정력 낭비없이 독립적으로 업무를 처리함.
12088,13,3,9,9 (상) : 근로기준법 등 법규정 대부분 사항을 이미 숙달하고 있음 / 독립적으로 업무를 처리하여 해당업무의 정확성과 능률을 높임. 
12088,13,3,10,10 (최상) :근로기준법 등 법규정 모든 사항을 완벽히 숙달하고 있음/ 독립적으로 업무를 처리하고 사례를 전파해 전체업무 추진속도를 높임.
12088,18,3,1,1 (최하) :  해당년도 단체협약 사항을 전혀 알고 있지 않음/ 이로인해 당사자들이 협약의 적용 혜택을 전혀 받지 못함.
12088,18,3,2,2 (하) : 해당년도 단체협약 내용의 100%를 소관부서 등에 질의해야만 적용가능함. / 협약적용이 상당히 지연되어 당사자들의 불만이 높음
12088,18,3,3,3 (하) : 해당년도 단체협약 내용의 50%를 소관부서 등에 질의해야 적용가능함. / 협약적용이 부분적으로 지연되어 당사자들의 불만이 있음
12088,18,3,4,4 (중) : 해당년도 단체협약 내용의 20% 사항을 소관부서 등에 질의해야 적용가능함. / 협약적용이 지연되어 당사자들의 문제 제기가 있음.
12088,18,3,5,5 (중) : 해당년도 단체협약에 대해 몇가지 사항은 소관부서에 질의해야 적용가능함. / 협약이 순차적으로 적용되고 있으며 당사자들의 문의가 있었음
12088,18,3,6,6 (중) : 해당년도 단체협약에 대해 일부분 스스로 확인만으로 적용가능 / 협약이 적용되고 있으며 당사자들의 문의가 일부 있었음
12088,18,3,7,7 (중) : 해당년도 단체협약에 대해 약간의 스스로 확인만으로 적용가능 / 상당 부분에 순조롭게 협약 적용이 되고 있고 당사자에게 사후 안내를 할 것임.
12088,18,3,8,8 (상) : 해당년도 단체협약의 상당부분을 숙달·이해하고 있음 / 대부분의 부문에 순조롭게 협약적용이 되었고 당사자에게 사전 안내를 하였음.
12088,18,3,9,9 (상) : 해당년도 단체협약의 대부분 사항을 이미 숙달·이해하고 있음 / 대부분의 부분에 협약이 이미 적용되고 있어 당사자들이 만족함.
12088,18,3,10,10 (최상) :해당년도 단체협약의 모든 사항을 완벽히 숙달·이해하고 있음/ 모든 부문에 협약이 적용완료되어 당사자들이 매우 신뢰함.
12088,19,3,1,1 (최하) : 근로계약·복무관리가 매우 불확실하게 이루어져 / 복무감사·근태점검시 많은 지적사항이 발생할 것 같음.
12088,19,3,2,2 (하) : 근로계약·복무관리가 불확실한 부분이 있어 / 복무감사·근태점검시 2건정도 지적사항이 발생할 것 같음.
12088,19,3,3,3 (하) : 근로계약·복무관리가 일부 확실하게 되지 않은 부분이 있어 / 복무감사·근태점검시 1건정도 지적사항이 발생할 것 같음.
12088,19,3,4,4 (중) : 근로계약·복무관리가 규정에 맞게 처리하도록 노력하였지만/ 복무감사·근태점검시 지적사항이 발생할 수도 있을 것 같음.
12088,19,3,5,5 (중) : 근로계약·복무관리가 규정을 확인하면서 처리되어 / 복무감사·근태점검시 지적사항이 발생하지 않을 확률이 높음.
12088,19,3,6,6  (중) : 근로계약·복무관리가 상당부분 규정에 맞게 이루여져서 / 복무감사·근태점검시 지적사항이 발생하지 않을 것임.
12088,19,3,7,7 (중) : 근로계약·복무관리가 대부분 규정에 맞게 이루어져서 / 복무감사·근태점검시 지적사항이 발생할 가능성이 전혀 없음
12088,19,3,8,8 (상) : 근로계약·복무관리가 모두 대부분 정확하게 이루어져서/ 복무감사·근태점검시 복무관리·근로계약서에 대해서는 자신이 있음.
12088,19,3,9,9 (상) : 근로계약·복무관리가 모두 매우 정확하게 이루어져서/ 복무감사·근태점검시 우수사례로 선정될 수 도 있을 것 같음.
12088,19,3,10,10 (최상) :근로계약·복무관리가 모두 완벽히 정확하게 이루어져서/ 복무감사·근태점검시 우수사례로 선정될 것임.
12088,20,3,1,1 (최하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 매우 늦음/ 당사자들의 잦은 불만·독촉 등이 발생함. 
12088,20,3,2,2 (하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 2일정도 늦음/ 당사자들의 불만·독촉 등이 종종 발생함. 
12088,20,3,3,3 (하) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 1일정도 늦음/ 당사자들의 불만·독촉 등이 발생하기도 함. 
12088,20,3,4,4 (중) : 급여·수당 및 퇴직금 등 처리가 요청일자 대비 약간 늦음/ 당사자들의 불만·독촉 등이 매우 간혹 있기도 함.
