설문번호,그룹번호,설문문항번호,설문문항
12106,30,2,■ (업무성과 수준 자가진단) 5번째 분야입니다. ■ 아래는 계약감사 분야의 업무성과 달성수준 자가진단입니다.
12106,30,3,5. 귀하가 현재 가지고 있는 지식･역량으로     계악감사 업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 정확하고 신속한 처리방향 설정으로 후속 진행절차의 적합성･효율성 상승   ■ 계약쟁점 및 적용규정의 정확도 향상   ■ 이해관계자의 감사결과에 대한 만족･신뢰향상     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12106,30,4,현재의 지식역량으로 계약감사 업무시 달성가능한 업무성과 수준  (각 수준의 구체적 내용은 최하단 예시문 참고하십시오)
12106,30,5,"▮업무성과 수준 참고 예시▮    &lt;업무성과 1수준&gt;   계약감사의 기존 사례와 원칙에 대해 전혀 숙지하지 못하고 있어,    감사 쟁점 및 처리방향을 정하지 못하고,    사안을 처리할 때 정확한 법규･판례 등 적용근거가 부족함.    계속적인 처리지연, 확신이 없는 불분명한 대응으로 인한    이해당사자의 불만족･불신이 매우 고조됨   &lt;업무성과 10수준&gt; : 계약감사의 다양한 사례 및 처리절차･"
12106,31,2,■ (업무성과 수준 자가진단) 4번째 분야입니다. ■ 아래는 사전컨설팅･적극행정 면잭제도 분야의 업무성과 달성수준 자가진단입니다.
12106,31,3,4. 귀하가 현재 가지고 있는 지식･역량으로      사전컨설팅･적극행정 면잭제도를 활용하여 업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 기관별 참여확대 및 운영 활성화   ■ 제도에 대한 이해관계자 만족도･신뢰도 향상    ■ 제도에 대한 긍정적 인식 및 적극행정 조직문화 확산     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12106,31,4,현재의 지식역량으로  사전컨설팅･적극행정 면잭제도 업무시 달성가능한 업무성과 수준  (각 수준의 구체적 내용은 최하단 예시문 참고하십시오)
12106,31,5,"▮업무성과 수준 참고 예시▮    &lt;업무성과 1수준&gt;   : 사전컨설팅･적극행정 면책제도에 대한 개념, 절차, 적용사례를 제대로 알지 못해     조직내 제도 확산에 소극적이고      참여 신청건에 대해 해결의지가 부족하여      조직내에서 제도의 효용성에 대한 부정적인 인식이 만연함  &lt;업무성과 10수준&gt;  : 사전컨설팅･적극행정 면책제도에 대한 개념, 절차, 적용사례를 숙지하여,     소속기관별"
12106,32,1,■ (교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12106,32,3,"교과목 : 감사실시 처리 요령  ·······  감사계획 수립, 감사결과 처리"
12106,32,4,교과목 : 감사보고서 작성 방법
12106,32,5,"교과목 : 사전컨설팅 감사, 적극행정 면책제도"
12106,32,6,교과목 : 부산시 공익제보 제도
12106,32,7,교과목 : 보조금 감사기준 및 사례
12106,32,8,교과목 : 계약 감사 기준 및 사례
12107,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12107,1,3,직급
12107,1,4,근무연수
12107,1,9,직렬(직종)
12107,1,10,근무처
12107,1,11,현재업무 담당기간
12107,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12107,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12107,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12107,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12107,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12107,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12107,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12107,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12107,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12107,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12107,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12107,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12107,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12107,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12107,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12107,20,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12107,20,7,4. 귀하가 현재 가지고 있는 지식･역량으로         급여 수당 및 퇴직금 지급처리를 할때          &lt;이해당사자의 만족 및 업무처리속도 향상&gt;이라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12107,21,1,■ (현업적용여부) 교육받은 내용을 실제업무에  사용해보았는지 여부를 알아보는 문항입니다.
12107,21,2,귀하가 본 교육에서 배운 지식･기술･역량을 현업복귀 후 적용한 시기는 언제입니까? 
12107,21,3,(1번문항 ⑤ &apos;현업 미적용&apos; 선택자만 응답. 그외는 답변하지않고 다음 문항으로 진행바람) 교육과정에서 배운 내용을 현업에 미적용하게 된 이유는 무엇입니까?
12107,22,1,■ (현업적용도 측정) 교육내용이 현업에 얼마나 자주 사용되었는지의 수준을 알아보기 위한 문항입니다.   각 문항(영역)별로 어느정도 현업적용하였는지를 체크해 주시기 바랍니다. 
12107,22,2,교육 이수 후 새롭게 습득한 공무직 기간제근로자 인사 실무에 필요한 지식･스킬･기술을 실제 업무영역 전반에 걸쳐 활용하였다.
12107,22,3,공무직 기간제근로자 노무관리 관련 근로기준법 및 노동법에 대해 정확하게 이해하여 현장에서 명확히 적용하였다.
12107,22,4,"부산시 공무직 단체협약의 주요내용 및 관련 문제해결 사례를 숙지하여, 실제업무에 적극 활용하였다."
12107,22,5,"근로계약서 작성법을 숙지하고, 근로시간·휴가·휴직 등의 복무관리에 대한 주요사례를 학습하여 해당사항 발생시 정확히 처리하였다."
12107,22,6,"급여·수당·퇴직금 등에 대한 계산방법 및 쟁점사항을 충분히  숙지하여, 해당업무를 정확하게 집행할 수 있었다."
12107,23,1,(교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12107,23,2,교과목 : 근로기준법 및 노동법 기초
12107,23,3,교과목 : 공무직 단체협약 및 임금 협약
12107,23,4,"교과목 : 공무직 및 기간제근로자 노무관리 실무  ·······  근로계약서, 휴일, 급여 등"
12107,23,5,"교과목 : 부산시 주요 노동분쟁 사례분석  ·······  교육생 질의 응답,실무상 주의점"
12107,24,1,(조직환경) 다음은 귀하가 속한 조직의 근무환경과 현업적용의 상관관계를 알아보는 문항입니다.
12107,24,2,귀하가 교육수료후 현업복귀시 학습한 내용을 업무에 적용토록 기회가 제공되었습니까?
12107,24,3,"귀하가 학습한 내용을 업무에 적용했을 시 상사･동료의 지원(코칭,피드백)이 있었습니까?"
12107,24,4,귀하가 교육에서 새롭게 습득한 지식･기술이 부서에  도움을 주고 있다고 생각하십니까?
12107,24,5,귀하의 조직은 직무성과를 제고키 위해 새로운 방법을 시도 하는 것을 높이 평가합니까?
12107,24,6,귀하의 조직은 교육받은 것을 적용해볼 수 있도록 개인에게 충분한 재량권･지원을 줍니까?
12107,25,1,■ (성공･실패요인) 다음은 현업적용의 성공 및 실패요인을 알아보는 문항입니다.
12107,25,2, 본 교육에서 학습한 내용을 업무에 적용시 가장 큰 성공요인은 무엇이라고 생각하십니까?
12107,25,3,본 교육에서 학습한 내용을 업무에 적용시 가장 큰 장애요인은 무엇이라고 생각하십니까?
12107,26,1," (필수) 본 &quot;공무직 및 기간제근로자 인사실무&quot;과정의 교육내용이 보다 더 현업에서 활용되기 위하여, 개선이 필요하다고 생각되시는 의견을 작성하여 주십시오.   (예시 :  추가･삭제되었으면 하는 교과목, 반영이 필요한 새로운 업무내용, 교육운영상 개선사항, 현업도 향상 아이디어 등)"
12108,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12108,1,3,직급
12108,1,4,근무연수
12108,1,9,직렬(직종)
12108,1,10,근무처
12108,1,11,현재업무 담당기간
12108,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12108,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12108,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12108,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12108,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12108,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12108,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12108,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12108,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12108,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12108,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12108,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12108,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12108,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12108,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12108,20,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12108,20,7,4. 귀하가 현재 가지고 있는 지식･역량으로         급여 수당 및 퇴직금 지급처리를 할때          &lt;이해당사자의 만족 및 업무처리속도 향상&gt;이라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12108,21,1,■ (현업적용여부) 교육받은 내용을 실제업무에  사용해보았는지 여부를 알아보는 문항입니다.
12108,21,2,귀하가 본 교육에서 배운 지식･기술･역량을 현업복귀 후 적용한 시기는 언제입니까? 
12108,21,3,(1번문항 ⑤ &apos;현업 미적용&apos; 선택자만 응답. 그외는 답변하지않고 다음 문항으로 진행바람) 교육과정에서 배운 내용을 현업에 미적용하게 된 이유는 무엇입니까?
12108,22,1,■ (현업적용도 측정) 교육내용이 현업에 얼마나 자주 사용되었는지의 수준을 알아보기 위한 문항입니다.   각 문항(영역)별로 어느정도 현업적용하였는지를 체크해 주시기 바랍니다. 
12108,22,2,교육 이수 후 새롭게 습득한 공무직 기간제근로자 인사 실무에 필요한 지식･스킬･기술을 실제 업무영역 전반에 걸쳐 활용하였다.
12108,22,3,공무직 기간제근로자 노무관리 관련 근로기준법 및 노동법에 대해 정확하게 이해하여 현장에서 명확히 적용하였다.
12108,22,4,"부산시 공무직 단체협약의 주요내용 및 관련 문제해결 사례를 숙지하여, 실제업무에 적극 활용하였다."
12108,22,5,"근로계약서 작성법을 숙지하고, 근로시간·휴가·휴직 등의 복무관리에 대한 주요사례를 학습하여 해당사항 발생시 정확히 처리하였다."
12108,22,6,"급여·수당·퇴직금 등에 대한 계산방법 및 쟁점사항을 충분히  숙지하여, 해당업무를 정확하게 집행할 수 있었다."
12108,23,1,(교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12108,23,2,교과목 : 근로기준법 및 노동법 기초
12108,23,3,교과목 : 공무직 단체협약 및 임금 협약
12108,23,4,"교과목 : 공무직 및 기간제근로자 노무관리 실무  ·······  근로계약서, 휴일, 급여 등"
12108,23,5,"교과목 : 부산시 주요 노동분쟁 사례분석  ·······  교육생 질의 응답,실무상 주의점"
12108,24,1,(조직환경) 다음은 귀하가 속한 조직의 근무환경과 현업적용의 상관관계를 알아보는 문항입니다.
12108,24,2,귀하가 교육수료후 현업복귀시 학습한 내용을 업무에 적용토록 기회가 제공되었습니까?
12108,24,3,"귀하가 학습한 내용을 업무에 적용했을 시 상사･동료의 지원(코칭,피드백)이 있었습니까?"
12108,24,4,귀하가 교육에서 새롭게 습득한 지식･기술이 부서에  도움을 주고 있다고 생각하십니까?
12108,24,5,귀하의 조직은 직무성과를 제고키 위해 새로운 방법을 시도 하는 것을 높이 평가합니까?
12108,24,6,귀하의 조직은 교육받은 것을 적용해볼 수 있도록 개인에게 충분한 재량권･지원을 줍니까?
12108,25,1,■ (성공･실패요인) 다음은 현업적용의 성공 및 실패요인을 알아보는 문항입니다.
12108,25,2, 본 교육에서 학습한 내용을 업무에 적용시 가장 큰 성공요인은 무엇이라고 생각하십니까?
12108,25,3,본 교육에서 학습한 내용을 업무에 적용시 가장 큰 장애요인은 무엇이라고 생각하십니까?
12108,26,1," (필수) 본 &quot;공무직 및 기간제근로자 인사실무&quot;과정의 교육내용이 보다 더 현업에서 활용되기 위하여, 개선이 필요하다고 생각되시는 의견을 작성하여 주십시오.   (예시 :  추가･삭제되었으면 하는 교과목, 반영이 필요한 새로운 업무내용, 교육운영상 개선사항, 현업도 향상 아이디어 등)"
12109,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12109,1,3,직급
12109,1,4,근무연수
12109,1,9,직렬(직종)
12109,1,10,근무처
12109,1,11,현재업무 담당기간
12109,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12109,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12109,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12109,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12109,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12109,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12109,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12109,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12109,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12109,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12109,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12109,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12109,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12109,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12109,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12109,20,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12109,20,7,4. 귀하가 현재 가지고 있는 지식･역량으로         급여 수당 및 퇴직금 지급처리를 할때          &lt;이해당사자의 만족 및 업무처리속도 향상&gt;이라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12109,21,1,■ (현업적용여부) 교육받은 내용을 실제업무에  사용해보았는지 여부를 알아보는 문항입니다.
12109,21,2,귀하가 본 교육에서 배운 지식･기술･역량을 현업복귀 후 적용한 시기는 언제입니까? 
12109,21,3,(1번문항 ⑤ &apos;현업 미적용&apos; 선택자만 응답. 그외는 답변하지않고 다음 문항으로 진행바람) 교육과정에서 배운 내용을 현업에 미적용하게 된 이유는 무엇입니까?
12109,22,1,■ (현업적용도 측정) 교육내용이 현업에 얼마나 자주 사용되었는지의 수준을 알아보기 위한 문항입니다.   각 문항(영역)별로 어느정도 현업적용하였는지를 체크해 주시기 바랍니다. 
12109,22,2,교육 이수 후 새롭게 습득한 공무직 기간제근로자 인사 실무에 필요한 지식･스킬･기술을 실제 업무영역 전반에 걸쳐 활용하였다.
12109,22,3,공무직 기간제근로자 노무관리 관련 근로기준법 및 노동법에 대해 정확하게 이해하여 현장에서 명확히 적용하였다.
12109,22,4,"부산시 공무직 단체협약의 주요내용 및 관련 문제해결 사례를 숙지하여, 실제업무에 적극 활용하였다."
12109,22,5,"근로계약서 작성법을 숙지하고, 근로시간·휴가·휴직 등의 복무관리에 대한 주요사례를 학습하여 해당사항 발생시 정확히 처리하였다."
12109,22,6,"급여·수당·퇴직금 등에 대한 계산방법 및 쟁점사항을 충분히  숙지하여, 해당업무를 정확하게 집행할 수 있었다."
12109,23,1,(교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
12109,23,2,교과목 : 근로기준법 및 노동법 기초
12109,23,3,교과목 : 공무직 단체협약 및 임금 협약
12109,23,4,"교과목 : 공무직 및 기간제근로자 노무관리 실무  ·······  근로계약서, 휴일, 급여 등"
12109,23,5,"교과목 : 부산시 주요 노동분쟁 사례분석  ·······  교육생 질의 응답,실무상 주의점"
12109,24,1,(조직환경) 다음은 귀하가 속한 조직의 근무환경과 현업적용의 상관관계를 알아보는 문항입니다.
12109,24,2,귀하가 교육수료후 현업복귀시 학습한 내용을 업무에 적용토록 기회가 제공되었습니까?
12109,24,3,"귀하가 학습한 내용을 업무에 적용했을 시 상사･동료의 지원(코칭,피드백)이 있었습니까?"
12109,24,4,귀하가 교육에서 새롭게 습득한 지식･기술이 부서에  도움을 주고 있다고 생각하십니까?
12109,24,5,귀하의 조직은 직무성과를 제고키 위해 새로운 방법을 시도 하는 것을 높이 평가합니까?
12109,24,6,귀하의 조직은 교육받은 것을 적용해볼 수 있도록 개인에게 충분한 재량권･지원을 줍니까?
12109,25,1,■ (성공･실패요인) 다음은 현업적용의 성공 및 실패요인을 알아보는 문항입니다.
12109,25,2, 본 교육에서 학습한 내용을 업무에 적용시 가장 큰 성공요인은 무엇이라고 생각하십니까?
12109,25,3,본 교육에서 학습한 내용을 업무에 적용시 가장 큰 장애요인은 무엇이라고 생각하십니까?
12109,26,1," (필수) 본 &quot;공무직 및 기간제근로자 인사실무&quot;과정의 교육내용이 보다 더 현업에서 활용되기 위하여, 개선이 필요하다고 생각되시는 의견을 작성하여 주십시오.   (예시 :  추가･삭제되었으면 하는 교과목, 반영이 필요한 새로운 업무내용, 교육운영상 개선사항, 현업도 향상 아이디어 등)"
12110,1,1,공무직 기간제근로자 인사실무과정의 현업적용도･성과기여도 측정 설문을 시작합니다. 
12110,1,3,직급
12110,1,4,근무연수
12110,1,9,직렬(직종)
12110,1,10,근무처
12110,1,11,현재업무 담당기간
12110,13,1,■ 이제부터 귀하가 현재 가지고 있는 인사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  4문항(4가지) 업무영역에 대하여 설문합니다. 
12110,13,3,현재의 지식･역량으로 / 근로기준법 등 노동법을 업무에 적용하여 추진할때 / &lt;행정력낭비의 축소&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12110,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      근로기준법 등 노동법을 업무전반에 적용하여 추진할때     &lt;행정력 낭비의 감소&gt;라는 성과를  아래 어느수준으로 달성가능하십니까?         해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12110,13,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12110,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12110,18,3,현재의 지식･역량으로 /  당해년도 단체협약을 업무전반에 적용할시 / &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를  어느수준으로 달성가능하십니까?    
12110,18,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12110,18,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12110,18,7,2. 귀하가 현재 가지고 있는 지식･역량으로          해당년도의 단체협약을 업무전반에 적용할 때     &lt;이해당사자의 만족도 신뢰도 향상&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?              해당하는 수준(1번~10번)에 (v)표하여 주십시오.
12110,19,3,현재의 지식･역량으로 /   근로계약서 작성 및 복무관리를 수행할때 /  &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12110,19,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12110,19,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12110,19,7,3. 귀하가 현재 가지고 있는 지식･역량으로         근로계약서 작성 및 복무관리를 수행할때          &lt;복무감사 근태점검시 지적사항 감소&gt;라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12110,20,3,현재의 지식･역량으로 /   급여 수당 및 퇴직금을 지급처리할때 /  &lt;이해당사자 만족도 및 업무처리속도 향상&gt;라는 성과를 어느수준으로 달성가능하십니까?    
12110,20,5,▯응답요령▯   ① 성과 매우 낮음  - ③ 성과 낮음 - ⑤보통이다  - ⑧ 성과 높음  - ⑩ 성과 매우 높음
12110,20,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
12110,20,7,4. 귀하가 현재 가지고 있는 지식･역량으로         급여 수당 및 퇴직금 지급처리를 할때          &lt;이해당사자의 만족 및 업무처리속도 향상&gt;이라는 성과를      아래  어느수준으로 달성가능하십니까?             해당하는 수준(1번~10번)에 (v)표하여 주십시오
12110,21,1,■ (현업적용여부) 교육받은 내용을 실제업무에  사용해보았는지 여부를 알아보는 문항입니다.
12110,21,2,귀하가 본 교육에서 배운 지식･기술･역량을 현업복귀 후 적용한 시기는 언제입니까? 
12110,21,3,(1번문항 ⑤ &apos;현업 미적용&apos; 선택자만 응답. 그외는 답변하지않고 다음 문항으로 진행바람) 교육과정에서 배운 내용을 현업에 미적용하게 된 이유는 무엇입니까?
12110,22,1,■ (현업적용도 측정) 교육내용이 현업에 얼마나 자주 사용되었는지의 수준을 알아보기 위한 문항입니다.   각 문항(영역)별로 어느정도 현업적용하였는지를 체크해 주시기 바랍니다. 
